sample_id,model,dice,iou,mask_ratio,fp_ratio,fn_ratio
21,U-KAN(no-KAN),0.832713026444662,0.713374727303239,0.271575927734375,0.00443870097763794,0.283458815597258
21,U-KAN,0.944020574367767,0.893976294853061,0.271575927734375,0.0381503539723564,0.0719181930553995
21,Attention-U-KAN,0.925758437902429,0.861778645107332,0.271575927734375,0.00769749410046073,0.131587818856051
212,U-Net,0.864569536423841,0.761446485855935,0.155014038085938,0.0125996653213899,0.228959543262132
212,U-KAN(no-KAN),0.867728237791932,0.766360397524845,0.155014038085938,0.0499064868589428,0.195393247366867
212,U-KAN,0.885758998435055,0.794943820224719,0.155014038085938,0.0162417560783542,0.192144896151196
212,Attention-U-KAN,0.886159408730792,0.79558907771625,0.155014038085938,0.031006988876858,0.179742100600453
214,U-Net,0.927437453245782,0.864693118412895,0.0960235595703125,0.0252661687589385,0.113459399332592
214,U-KAN(no-KAN),0.908735221570128,0.832735775526111,0.0960235595703125,0.0193866200540283,0.151120292388368
214,U-KAN,0.881438534576926,0.788010817307692,0.0960235595703125,0.0576831399968219,0.166534244398538
214,Attention-U-KAN,0.886508896182415,0.796152652807943,0.0960235595703125,0.0243127284284125,0.184490703956777
22,U-Net,0.503672612801679,0.336605890603086,0.487106323242188,0.00507471102340006,0.66168593177333
22,U-KAN(no-KAN),0.348265858855544,0.210848616723656,0.487106323242188,0.0077373680418507,0.787519969927638
22,U-KAN,0.337263234265281,0.202836216300452,0.487106323242188,0.00507471102340006,0.796134448516743
22,Attention-U-KAN,0.366326815997559,0.224235067077536,0.487106323242188,0.00639037684428155,0.774331986342136
220,U-Net,0.967798085291558,0.937605396290051,0.0445404052734375,0.0157588215142172,0.0476190476190476
220,U-KAN(no-KAN),0.936010891763104,0.879718490083173,0.0445404052734375,0.0709146968139774,0.0578965399109284
220,U-KAN,0.969780694180625,0.941334227287965,0.0445404052734375,0.0219253168893457,0.0380267214799589
220,Attention-U-KAN,0.952001386241553,0.908399470899471,0.0445404052734375,0.0359712230215827,0.0589242891401165
221,U-Net,0.940953981928977,0.888492063492063,0.036712646484375,0.0473815461346633,0.0694098088113051
221,U-KAN(no-KAN),0.919859184096086,0.851610429447853,0.036712646484375,0.0839567747298421,0.0768911055694098
221,U-KAN,0.932615715823466,0.873739411052844,0.036712646484375,0.0303408146300914,0.0997506234413965
221,Attention-U-KAN,0.931760741364785,0.872239747634069,0.036712646484375,0.0540315876974231,0.0806317539484622
223,U-Net,0.971731448763251,0.945017182130584,0.0302581787109375,0.027231467473525,0.0292486132123046
223,U-KAN(no-KAN),0.884615384615385,0.793103448275862,0.0302581787109375,0.257690368129097,0.00252143217347453
223,U-KAN,0.937974993871047,0.883194829178209,0.0302581787109375,0.0922844175491679,0.0353000504286435
223,Attention-U-KAN,0.949704142011834,0.904225352112676,0.0302581787109375,0.0741301059001513,0.0287443267776097
229,U-Net,0.872895782107055,0.774458801812385,0.0763702392578125,0.190609390609391,0.0779220779220779
229,U-KAN(no-KAN),0.876106194690266,0.779527559055118,0.0763702392578125,0.0657342657342657,0.169230769230769
229,U-KAN,0.865080117568977,0.762238930659983,0.0763702392578125,0.195804195804196,0.0885114885114885
229,Attention-U-KAN,0.832455429497569,0.712996703106021,0.0763702392578125,0.151448551448551,0.179020979020979
24,U-Net,0.964343423462243,0.931142084460162,0.207199096679688,0.0620075115987923,0.0111201119375506
24,U-KAN(no-KAN),0.963800257547575,0.930129798398233,0.207199096679688,0.0666470284998895,0.00787981441932396
24,U-KAN,0.897037608615426,0.813298454799854,0.207199096679688,0.21054569555932,0.0154650563369909
24,Attention-U-KAN,0.95011522779649,0.904970957719843,0.207199096679688,0.0903601148832757,0.0132557625745637
245,U-Net,0.929211942187995,0.867783251231527,0.071136474609375,0.0885885885885886,0.0553410553410553
245,U-KAN(no-KAN),0.902236037300712,0.82188527584947,0.071136474609375,0.174174174174174,0.034963534963535
245,U-KAN,0.871848539625155,0.772811603980435,0.071136474609375,0.271771771771772,0.0171600171600172
245,Attention-U-KAN,0.925354197504758,0.86107831562377,0.071136474609375,0.0900900900900901,0.0613470613470613
249,U-Net,0.937306979617048,0.882011043301366,0.0964508056640625,0.0887517797816801,0.0397089068185414
249,U-KAN(no-KAN),0.939670371789958,0.886205899363794,0.0964508056640625,0.0941306755260244,0.030374940673944
249,U-KAN,0.947061978089328,0.899447031431898,0.0964508056640625,0.0871697516215789,0.0221483942414175
249,Attention-U-KAN,0.938589148466631,0.884284485230857,0.0964508056640625,0.103306438854612,0.0243632336655592
25,U-Net,0.612068571428571,0.440993379664701,0.459487915039062,0.00823564573440043,0.555374755089164
25,U-KAN(no-KAN),0.0889890171782596,0.0465664603595638,0.459487915039062,0.0140802975459104,0.952777870022914
25,U-KAN,0.612418914892154,0.441357208933527,0.459487915039062,0.00514727858400027,0.556371002557035
25,Attention-U-KAN,0.16228243972323,0.0883065184939459,0.459487915039062,0.00106266396572909,0.911599641350912
257,U-Net,0.968740289602884,0.939375677955888,0.244384765625,0.0360889110889111,0.0267232767232767
257,U-KAN(no-KAN),0.947238048055487,0.899764705882353,0.244384765625,0.0614385614385614,0.044955044955045
257,U-KAN,0.956556323808358,0.916730194100745,0.244384765625,0.0647477522477522,0.0239135864135864
257,Attention-U-KAN,0.937891014597878,0.883045927949462,0.244384765625,0.0970904095904096,0.0312187812187812
258,U-Net,0.970990965556183,0.943617532066671,0.215103149414062,0.0341916719869476,0.0241186067957722
258,U-KAN(no-KAN),0.952305703203563,0.908953791306732,0.215103149414062,0.0346882315386252,0.0595162091225083
258,U-KAN,0.958561321576691,0.920420319925038,0.215103149414062,0.0598708945165638,0.0244732921898276
258,Attention-U-KAN,0.962019112962509,0.926817752596789,0.215103149414062,0.0517131304532879,0.0252536000567497
26,U-Net,0.925095680699836,0.860630722278739,0.013092041015625,0.145687645687646,0.013986013986014
26,U-KAN(no-KAN),0.397759103641457,0.248251748251748,0.013092041015625,0,0.751748251748252
26,U-KAN,0.889132821075741,0.800395256916996,0.013092041015625,0.179487179487179,0.0559440559440559
26,Attention-U-KAN,0.897849462365591,0.814634146341463,0.013092041015625,0.194638694638695,0.0268065268065268
263,U-Net,0.825402034788316,0.702710254260967,0.108383178710938,0.00774320709559341,0.291848514712093
263,U-KAN(no-KAN),0.603832923832924,0.432493312684781,0.108383178710938,0,0.567506687315219
263,U-KAN,0.767020184741704,0.622086570477247,0.108383178710938,0.0147824862734056,0.368717443333803
263,Attention-U-KAN,0.822316063017703,0.69824851744587,0.108383178710938,0.0208362663663241,0.287202590454737
267,U-Net,0.958581413409267,0.9204573701218,0.172882080078125,0.06522506619594,0.0195057369814651
267,U-KAN(no-KAN),0.932306786150027,0.873197257467098,0.172882080078125,0.119947043248014,0.0220653133274493
267,U-KAN,0.948624629707998,0.902270165834809,0.172882080078125,0.0963812886142983,0.0107678729037952
267,Attention-U-KAN,0.95649595458974,0.916619306649346,0.172882080078125,0.0871138570167696,0.00353045013239188
270,U-Net,0.827807110172474,0.706203831601706,0.195846557617188,0.297312037397741,0.0838332684067004
270,U-KAN(no-KAN),0.883416726233024,0.791178541706677,0.195846557617188,0.217062719127386,0.0370860927152318
270,U-KAN,0.875685877048894,0.778862294062791,0.195846557617188,0.253213868328788,0.0239189715621348
270,Attention-U-KAN,0.853189428531894,0.743967181467181,0.195846557617188,0.291468640436307,0.0391897156213479
277,U-Net,0.852014866979656,0.742182840589588,0.1378173828125,0.299490699734278,0.0355403011514615
277,U-KAN(no-KAN),0.854171681671561,0.74546218487395,0.1378173828125,0.317537643932684,0.0178255093002657
277,U-KAN,0.85978731784167,0.75405872193437,0.1378173828125,0.282108060230292,0.033215234720992
277,Attention-U-KAN,0.828912716328066,0.707814633362782,0.1378173828125,0.378542958370239,0.0242471213463242
29,U-Net,0.967327667610954,0.936722750548647,0.0399627685546875,0.043909889270714,0.0221458571974036
29,U-KAN(no-KAN),0.947445255474453,0.900138696255201,0.0399627685546875,0.101183657884689,0.0087819778541428
29,U-KAN,0.967032967032967,0.936170212765957,0.0399627685546875,0.0408552882779687,0.0255822833142421
29,Attention-U-KAN,0.966292134831461,0.934782608695652,0.0399627685546875,0.0538373424971363,0.0148911798396334
297,U-Net,0.942487202649804,0.89123006833713,0.0256195068359375,0.0458606313281715,0.0678975580702799
297,U-KAN(no-KAN),0.90339091490723,0.823803967327888,0.0256195068359375,0.0208457415128052,0.159023228111971
297,U-KAN,0.93906588308073,0.885131195335277,0.0256195068359375,0.0214413341274568,0.0958904109589041
297,Attention-U-KAN,0.94537686908758,0.896412037037037,0.0256195068359375,0.0291840381179273,0.0774270399047052
302,U-Net,0.965470808887179,0.933246560059502,0.080413818359375,0.0204933586337761,0.0476280834914611
302,U-KAN(no-KAN),0.947259565667011,0.899803536345776,0.080413818359375,0.0624288425047438,0.044022770398482
302,U-KAN,0.959389895138227,0.921949432026383,0.080413818359375,0.035673624288425,0.0451612903225806
302,Attention-U-KAN,0.959984719702034,0.923048668503214,0.080413818359375,0.0332068311195446,0.0462998102466793
303,U-Net,0.936073430265616,0.879828981523897,0.0941162109375,0.0617704280155642,0.0658236057068742
303,U-KAN(no-KAN),0.910605476282298,0.835882186349476,0.0941162109375,0.144941634241245,0.0429636835278859
303,U-KAN,0.919288210994598,0.850632167009703,0.0941162109375,0.102788586251621,0.0619325551232166
303,Attention-U-KAN,0.913799768071125,0.841281138790036,0.0941162109375,0.138942931258106,0.0418287937743191
304,U-Net,0.931125466290601,0.871127000340484,0.0880584716796875,0.0178478599896032,0.113325246924277
304,U-KAN(no-KAN),0.938446550349836,0.884031369931587,0.0880584716796875,0.0384682030843875,0.0819615317969156
304,U-KAN,0.93964582580412,0.886162235855487,0.0880584716796875,0.0168081788251603,0.0989429908161497
304,Attention-U-KAN,0.944059669685669,0.894046417759839,0.0880584716796875,0.030324033962918,0.0788424883035869
309,U-Net,0.845276643671688,0.732016581321629,0.0467987060546875,0.337137267688295,0.0211933485490708
309,U-KAN(no-KAN),0.872634125515867,0.77404695783893,0.0467987060546875,0.291490055428758,0.00032605151613955
309,U-KAN,0.89390386869871,0.808161102278749,0.0467987060546875,0.230518421910662,0.00554287577437235
309,Attention-U-KAN,0.918373586059309,0.849067269643867,0.0467987060546875,0.153570264101728,0.0205412455167917
311,U-Net,0.848834294309351,0.737369337979094,0.026031494140625,0.345838218053927,0.00762016412661196
311,U-KAN(no-KAN),0.430808080808081,0.274541358223367,0.026031494140625,2.64243845252052,0
311,U-KAN,0.595032587634314,0.423520561685055,0.026031494140625,1.33763188745604,0.00996483001172333
311,Attention-U-KAN,0.917306052855925,0.847244094488189,0.026031494140625,0.116647127784291,0.0539273153575615
330,U-Net,0.956833500645346,0.917239483090459,0.0530548095703125,0.0460166810468795,0.0405522001725626
330,U-KAN(no-KAN),0.965962947005601,0.934166666666667,0.0530548095703125,0.0353753235547886,0.0327868852459016
330,U-KAN,0.968933428775948,0.939738961399611,0.0530548095703125,0.0356629278113316,0.0267471958584987
330,Attention-U-KAN,0.9549992765157,0.913874273054555,0.0530548095703125,0.0385389703767616,0.0509059534081104
333,U-Net,0.96478756819309,0.93197061641648,0.046417236328125,0.0292570677186062,0.0407626561472715
333,U-KAN(no-KAN),0.956801027782239,0.917179802955665,0.046417236328125,0.0677186061801446,0.0207100591715976
333,U-KAN,0.96895022178413,0.939770554493308,0.046417236328125,0.0315581854043393,0.0305719921104536
333,Attention-U-KAN,0.970040485829959,0.941823899371069,0.046417236328125,0.0453648915187377,0.0154503616042078
334,U-Net,0.931228508909034,0.87130739982451,0.049896240234375,0.045565749235474,0.0889908256880734
334,U-KAN(no-KAN),0.930332922318126,0.869740634005764,0.049896240234375,0.0611620795107034,0.0770642201834862
334,U-KAN,0.919779546846295,0.851473922902494,0.049896240234375,0.0788990825688073,0.0813455657492355
334,Attention-U-KAN,0.939495287321374,0.885894495412844,0.049896240234375,0.0666666666666667,0.055045871559633
338,U-Net,0.949048955410041,0.903038215048659,0.117172241210938,0.0972782914441985,0.00911577028258888
338,U-KAN(no-KAN),0.868022876999928,0.76682015860834,0.117172241210938,0.0181013152754265,0.219299387941138
338,U-KAN,0.945110821382008,0.895933753553331,0.117172241210938,0.0536528193775231,0.055996874593046
338,Attention-U-KAN,0.952131833638504,0.90863704443335,0.117172241210938,0.0433650214871728,0.0519598906107566
342,U-Net,0.959258504787126,0.9217067919358,0.07220458984375,0.0796703296703297,0.00486052409129332
342,U-KAN(no-KAN),0.961598178242418,0.92603668261563,0.07220458984375,0.0600169061707523,0.018385460693153
342,U-KAN,0.967238689547582,0.936555891238671,0.07220458984375,0.0492392223161454,0.0173288250211327
342,Attention-U-KAN,0.958093844706866,0.919558676028084,0.07220458984375,0.0534657650042265,0.0312764158918005
